time	mean	median	95HPD lower	95HPD upper
0.0	2.238666867483907	2.1156930157909026	1.074184516863137	3.6278419080600233
1.0261955738446119E-4	2.2354627317795903	2.112574982050722	1.072094939154223	3.616426431265621
2.0474544876546345E-4	2.232206854409449	2.109412955871524	1.0719449490142172	3.6087506772538163
3.065895864594179E-4	2.22891907547546	2.10620246554665	1.0733366538008513	3.6034539317830734
4.0806748297723586E-4	2.225613424162607	2.1030656356618422	1.0732256897388361	3.595609536069497
5.099792514955778E-4	2.222282792354778	2.099920897185404	1.0704578627730885	3.5849490290575705
6.123246606559427E-4	2.218924568426719	2.0967560253651554	1.0625469117876185	3.5664072354755385
7.148810815749189E-4	2.2155476356845307	2.0933823641444436	1.0639320478664187	3.556193842782566
8.172242485844525E-4	2.212171104171957	2.0901248687703973	1.0630818003746423	3.5466225441710315
9.194437820064111E-4	2.2087931849959372	2.0870198138606564	1.0616180376921294	3.5363053708753314
0.001021501850034547	2.2054192360730625	2.0837382669061304	1.0648335324496627	3.533932036883491
0.0011233220060028898	2.202053400391964	2.0805062858598324	1.0837786940688776	3.5475154792657113
0.0012251308901485502	2.1986831029254006	2.077265584735434	1.0884955106065366	3.5473439172671624
0.0013267874781852514	2.195307975413243	2.0743277188670373	1.0867228596487428	3.5407083497368657
0.0014285988303963625	2.1919188641167375	2.0711184519072026	1.0803090062425973	3.529369253794493
0.001530154568625157	2.1885310198506316	2.068074324751719	1.080798559259913	3.5251935210270333
0.001632180206103228	2.1851201971142027	2.0649633966613385	1.0752633352871745	3.5152522336366845
0.001733724732382905	2.1817141039330963	2.0620680658339996	1.0800263094582923	3.515633472801929
0.001835668856589977	2.1782780587341093	2.0590907304194364	1.0512945562796667	3.4826324689453036
0.0019374656862484387	2.1748353502240723	2.055852388113088	1.0477448451826346	3.4742570276557054
0.002039052103210186	2.17139042940611	2.0528162296456434	1.0729148810400757	3.4947790168323016
0.0021405550019372526	2.1679403760100913	2.0497389926139253	1.0713103734802674	3.4890962282886413
0.002242168488825283	2.1644787841229145	2.0465068368602113	1.0678043000100317	3.481390950947485
0.0023439092580738808	2.1610029576168395	2.043348451816651	1.0631138727146037	3.47241897128794
0.002444822552164962	2.1575469107645917	2.0404151360144533	1.0616064702449513	3.467015073525136
0.0025461770213078753	2.1540693700136386	2.03744599225506	1.0456219507023385	3.4469349900834434
0.002647193627073576	2.150596292374144	2.034236303274569	1.0450873408232955	3.4421628910952142
0.002747958793415222	2.147124426306686	2.03096683219119	1.0475020964086978	3.440340859747799
0.002849020866768357	2.1436369113450144	2.0278936593766828	1.044781579255203	3.4338333284015303
0.0029497230069648953	2.1401597371691823	2.024813247006168	1.0429293515748495	3.4275274298066183
0.003050242304351105	2.1366853957204164	2.021603608670191	1.0404614787454187	3.42134753543659
0.0031508514918061684	2.13320608646409	2.018433736397374	1.037558150688392	3.41455008457772
0.00325132742448678	2.1297279662623803	2.0153054682102107	1.033583430204249	3.406572154444042
0.003351605415538578	2.126253772072803	2.012147975836962	1.0264933558133658	3.3951989661243447
0.0034517916442632244	2.122780921449645	2.0088887927343553	1.0244872368375673	3.3890759122189413
0.003552396863454795	2.119291908551568	2.0056512382322342	1.0217814263067928	3.382982426924536
0.003652705436804891	2.1158126714747816	2.0023413289967427	1.022490398680913	3.379540180828121
0.0037529439138201527	2.1123366851942658	1.999134604781509	1.020603634698796	3.374109090545857
0.003853279097255516	2.108856816379965	1.995894766802254	1.0154288333058281	3.365320362576042
0.003953237850448065	2.105390621048537	1.992748019515937	1.0166444286582483	3.3627820339670893
0.004053643979243106	2.1019088509944943	1.9895965142968683	1.013668967726742	3.356548982458895
0.004153332758600322	2.098450606353324	1.986257724656943	1.014420841693906	3.353912496465631
0.004253103463487987	2.0949884965924666	1.9830834408108733	1.0064983658247593	3.3424773959539147
0.0043528598235807155	2.0915265817324302	1.9799501878938155	1.0049994840946954	3.337875519193112
0.004452445657037883	2.088070261979938	1.976902986317043	1.0025301104388595	3.3317663268724518
0.004552082135132745	2.084611063544616	1.973797461458462	0.9999437757716162	3.3265435973352635
0.004651624903091785	2.081154039565295	1.9706033499634557	0.9985583042812837	3.321877007920407
0.004750990415059722	2.0777024978932643	1.9674721599664673	0.9972978750846533	3.3177271917483093
0.004850411781270162	2.0742490615686173	1.9642566829597756	1.0098681316781555	3.326686997295068
0.0049494972885402635	2.0708068161104554	1.9608712476569687	1.0080251955399775	3.3211085171220693
0.005048800418212333	2.067356016816955	1.957701107548521	1.0060635784422387	3.315686581511168
0.005148033310848174	2.0639063546488496	1.9543857641316937	1.0036613307226896	3.3101084336393423
0.005246794005879003	2.0604726101702644	1.9512548117554782	1.004685085629333	3.3080629131123294
0.005346239980394279	2.057014690102016	1.9480174668260013	1.0008555845509117	3.300964670792249
0.0054453847907781116	2.053566777509923	1.9449289838299841	1.0013384380175463	3.298234522094471
0.00554423447242723	2.050129035387103	1.941850068220801	1.0009977182754572	3.2946866589370076
0.00564269121573285	2.0467050806969618	1.9386423053311024	0.9942679825533096	3.284493472589474
0.005741171036400692	2.043280300438866	1.9354380959749107	0.9973340987009232	3.285012576122986
0.005839608853686997	2.039856706140512	1.9323049275518809	0.9926617557907176	3.2770678802789983
