time	mean	median	95HPD lower	95HPD upper
0.0	1.4758436892686477	1.3173053809358641	0.31550540665691157	2.957334119701515
3.4273969111570935E-5	1.4713638032043934	1.3132463981644644	0.3193448332658006	2.946304406314776
6.843531129482324E-5	1.4672841405825658	1.3095198624370386	0.31763946125395326	2.930901218540373
1.0243699671104084E-4	1.4632118333329223	1.3057169835337012	0.31532760543730587	2.915712925778522
1.3639042252116607E-4	1.459151329822837	1.3020425031300369	0.31627745068647617	2.906603846421607
1.700977978291884E-4	1.4551483570690902	1.2986338216799835	0.3211389546359987	2.9017713024565053
2.0385719698048587E-4	1.4511506246906634	1.2951190831687052	0.3154091342216722	2.8856209513909876
2.3749997405531084E-4	1.4471711623253927	1.2917083566034595	0.3218393907491107	2.8795360683203493
2.7107693725762343E-4	1.4432000218936782	1.288131160818247	0.324562308107129	2.871372389197852
3.0466944434848393E-4	1.4392289200552766	1.2844607171504308	0.33457348257513053	2.8708512929463086
3.381907880548658E-4	1.4352665899068422	1.2807564337528803	0.33113046702072396	2.8588448718979955
3.714999321762068E-4	1.43132966531669	1.2770460752331516	0.33964864153754487	2.8583389163121256
4.047608028420427E-4	1.4273926585644676	1.273395283471572	0.34378907173350065	2.8531365461871694
4.378869162805242E-4	1.4234727809560268	1.2697423631240246	0.3440005430694012	2.843891793095005
4.708912089458787E-4	1.4195652702829167	1.2662356476880838	0.34552074531527466	2.836566574750893
5.038049786369873E-4	1.4156676448789005	1.262719444142993	0.34758648031280465	2.8307855565337103
5.36668766198885E-4	1.411775483571921	1.2591380872423226	0.35189703829266383	2.8265760688931225
5.694358251183152E-4	1.407895707685498	1.2556592230848511	0.34468481951040714	2.8111785020435076
6.02206782260846E-4	1.404014744847466	1.2522706854704713	0.34384049030193303	2.802165444386788
6.34808436079613E-4	1.400152196891624	1.249145365853609	0.34896298168855683	2.798732629251863
6.673239082283004E-4	1.396297081504679	1.2454539545929724	0.34926607662722925	2.791289292576865
6.997027140136727E-4	1.3924572974186593	1.242007544997803	0.34881560369788794	2.782851032407478
7.320311214890964E-4	1.3886222075718349	1.2383992623490938	0.34666006967066637	2.7730945013314514
7.641579900372908E-4	1.3848099555142173	1.2348360797237004	0.35080852339943963	2.769706955063175
7.962498467126883E-4	1.3809991873280127	1.231271845685677	0.34776334021110467	2.75914581487055
8.283938054502181E-4	1.3771788494643482	1.2277245863760613	0.34693593054636795	2.7509439736876735
8.603976113652555E-4	1.3733708387111603	1.2242577150246496	0.34255008119743724	2.7390969088000663
