generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_Att_bol	ln_likelihood_Att_bol	ln_prior_Att_bol	root_height_Att_bol	mutation_rate_Att_bol	freq_1_Att_bol	pop_size_Att_bol	pop_size_root_Att_bol	root_height_index_Cra_gut	ln_likelihood_Cra_gut	ln_prior_Cra_gut	root_height_Cra_gut	mutation_rate_Cra_gut	freq_1_Cra_gut	pop_size_Cra_gut	pop_size_root_Cra_gut	root_height_index_Cra_vul	ln_likelihood_Cra_vul	ln_prior_Cra_vul	root_height_Cra_vul	mutation_rate_Cra_vul	freq_1_Cra_vul	pop_size_Cra_vul	pop_size_root_Cra_vul	root_height_index_Fur_min	ln_likelihood_Fur_min	ln_prior_Fur_min	root_height_Fur_min	mutation_rate_Fur_min	freq_1_Fur_min	pop_size_Fur_min	pop_size_root_Fur_min	root_height_index_Kni_ore	ln_likelihood_Kni_ore	ln_prior_Kni_ore	root_height_Kni_ore	mutation_rate_Kni_ore	freq_1_Kni_ore	pop_size_Kni_ore	pop_size_root_Kni_ore	root_height_index_Maz_pro	ln_likelihood_Maz_pro	ln_prior_Maz_pro	root_height_Maz_pro	mutation_rate_Maz_pro	freq_1_Maz_pro	pop_size_Maz_pro	pop_size_root_Maz_pro	root_height_index_Myi_fla	ln_likelihood_Myi_fla	ln_prior_Myi_fla	root_height_Myi_fla	mutation_rate_Myi_fla	freq_1_Myi_fla	pop_size_Myi_fla	pop_size_root_Myi_fla	root_height_index_Nas_lon	ln_likelihood_Nas_lon	ln_prior_Nas_lon	root_height_Nas_lon	mutation_rate_Nas_lon	freq_1_Nas_lon	pop_size_Nas_lon	pop_size_root_Nas_lon	root_height_index_Sti_nap	ln_likelihood_Sti_nap	ln_prior_Sti_nap	root_height_Sti_nap	mutation_rate_Sti_nap	freq_1_Sti_nap	pop_size_Sti_nap	pop_size_root_Sti_nap
1000	-14982793.2309754696	-59.2480223589812738	8	15.5376661075157863	0	-1089758.09421669366	6.0093793203153627	157814.076519989874	1.68766040556889883e-09	0.5	974939.699934926583	201061.110840493842	1	-1525268.33906045021	6.12997692963864615	201798.383665748435	3.49722355009447306e-09	0.5	999818.215200202074	85616.1025813033775	2	-1488030.04093454592	6.15315617566381157	26882.2876862613812	2.33041193699489541e-09	0.5	973264.534851770615	60782.7285109675431	3	-1383015.24527790607	6.1192378522034705	47478.3364974269643	2.00402082288489352e-09	0.5	842269.629172569257	81170.1529616946355	4	-1308860.53145801229	6.09502206596197027	39556.9225800092754	2.9585453737021512e-09	0.5	997703.992251391173	120309.665180135082	4	-1432635.60099631408	6.10638987445703663	39556.9225800092754	2.1848352218017804e-09	0.5	879866.094404603355	96097.8523845865275	5	-2158901.11789512262	6.05745850585584122	214413.454211301781	3.49904808038717342e-09	0.5	999733.055213548709	158107.875557159394	6	-3135779.35541897407	6.12129681430653427	255911.41291515014	3.49973045343400682e-09	0.5	999930.861909047817	94305.2639125121641	7	-1460544.90571745159	6.12973995308103703	31056.079957579972	3.47866967128273619e-09	0.5	995315.998526967596	85466.4368119116116
1100	-14982792.3547248784	-59.8982361909099765	8	21.3430098722150667	0	-1089757.84822347667	6.01454825672598581	156032.79648177317	1.76336727830853638e-09	0.5	923668.463341257302	185713.097161524347	1	-1525268.07755490812	6.12470710742845093	197793.774117515364	3.49722355009447306e-09	0.5	999283.312456591637	90836.3433608147752	2	-1488026.02827669401	6.15620912087887895	27353.2596470573117	2.372409511323174e-09	0.5	998275.831436635228	59297.0631644617824	3	-1383013.85639374307	6.11985364600969461	47096.5557824737771	2.16940723460469002e-09	0.5	762044.706927934312	72969.5549022867199	4	-1308860.93347346596	6.09521356504360057	39486.9859641454677	2.98085055637313408e-09	0.5	984889.810412122053	118575.841927345682	4	-1432637.24410115066	6.10904026280024937	39486.9859641454677	2.23260992017988062e-09	0.5	885871.456644017948	94405.8470050526521	5	-2158902.15528344782	6.05585119834416652	211186.487144969404	3.4974870058837522e-09	0.5	999733.055213548709	159714.75400647425	6	-3135779.41824767413	6.12167937633102177	255735.550675439968	3.49973045343400682e-09	0.5	999930.861909047817	93922.7283376323612	7	-1460546.79317031731	6.1297096007405294	31208.4097773599424	3.48693359524229161e-09	0.5	980452.339220329071	84219.8735407311178
1200	-14982789.4761910234	-69.7124939414813269	9	17.3919855539028667	0	-1089758.68919637171	6.00519829933636196	153605.542366916168	1.8666740790922215e-09	0.5	833482.853470208705	175373.376759615669	1	-1525267.20513219642	6.12725496803596137	201252.33467534103	3.49722355009447306e-09	0.5	999394.458506749361	88300.1289303357189	2	-1488024.70577737736	6.15864319069647692	25318.8168472074358	2.57333636353498411e-09	0.5	968850.21311676316	55190.9477385370337	3	-1383013.92392889154	6.11468214849592684	50822.6066288896909	2.08705049660106926e-09	0.5	735448.897177954088	74226.246539692831	4	-1308857.65444146842	6.09810475519977047	36807.6492408597842	3.06533109076457038e-09	0.5	993126.434026213014	116696.173135151083	5	-1432637.0779854143	6.10621918720459789	39294.0419163088081	2.2175080080386751e-09	0.5	874676.59445886407	95680.3579654439091	6	-2158901.2292667469	6.05771301468310952	214280.964112858375	3.49818533100438914e-09	0.5	999796.549676495604	157863.460165008291	7	-3135783.69649378723	6.11738939688326688	256213.677458060469	3.49973045343400682e-09	0.5	999930.861909047817	98212.4111843974533	8	-1460545.29396876902	6.12947279838850001	30814.8354535531726	3.46188838091491898e-09	0.5	999602.32152166008	86101.5460132557346
1300	-14982793.1008023098	-59.2064318849292235	8	5.52662927412487637	0	-1089760.37490923633	6.01577440050086665	153017.843055624486	1.94609137354609346e-09	0.5	832330.972702854429	166328.192612805171	1	-1525267.24710070854	6.12677032360137019	199443.053616825346	3.49722355009447306e-09	0.5	999394.458506749361	88784.4798926121439	2	-1488024.01122166589	6.15921108310109844	23375.892726504233	2.71516902435989325e-09	0.5	937346.889611755614	52864.0358807431767	3	-1383013.86709818384	6.11775823731294643	50786.7413981235513	1.96953334415221373e-09	0.5	820764.954009535722	80312.1474094418663	4	-1308863.82039798144	6.09788132016460693	36150.3386250805052	3.21101492273143026e-09	0.5	981139.97452340601	115506.939117650676	4	-1432637.49792335648	6.10379392402978382	36150.3386250805052	2.29427873856869489e-09	0.5	822531.427476174315	91971.0840151558077	5	-2158901.29100620747	6.05916019266155104	215441.630562501028	3.49818533100438914e-09	0.5	999796.549676495604	156416.576615393686	6	-3135779.35685998201	6.12127228023721415	255931.928091319685	3.49973045343400682e-09	0.5	999930.861909047817	94329.7962855927763	7	-1460545.63428498851	6.13067721797859733	31479.5534622771993	3.46934231477862911e-09	0.5	994496.498235533596	84463.9607732132135
1400	-14982790.0312423874	-58.9807710524099491	8	6.75733560397228228	0	-1089759.58793819649	6.00568902301332308	135310.285045408848	2.01237188297522871e-09	0.5	813795.831943684723	170831.675782596256	1	-1525267.73175772466	6.12843375093854625	200720.490016955009	3.49942526967735242e-09	0.5	998765.67344041809	87067.245587242287	2	-1488023.2680657478	6.16178336835863227	21529.9850492972473	2.86037464829932902e-09	0.5	937353.644369919435	50453.2758718146652	3	-1383014.76544679189	6.11708715230039246	48900.1548120289517	2.05181069933607629e-09	0.5	766559.403183539514	75522.5411956185271	4	-1308859.49287305004	6.10404873096323364	38289.9679179861268	3.14497633013181621e-09	0.5	991092.770302865189	110566.178425132821	4	-1432634.85747813783	6.10963694509922739	38289.9679179861268	2.25724989831034857e-09	0.5	868370.927144272137	92022.703136749551	5	-2158900.94110699603	6.05853012462046792	214120.099530730804	3.49863975553137428e-09	0.5	999796.549676495604	157046.516468930233	6	-3135779.72745860228	6.12100282461853595	257041.264363725495	3.49973045343400682e-09	0.5	999930.861909047817	94599.2332746245229	7	-1460549.65911714011	6.13187337970277468	31347.7680177877482	3.48227572870800871e-09	0.5	982170.837010598974	82242.2901845537563
1500	-14982789.3022057619	-58.9256226727696202	8	7.09773272008295297	0	-1089760.49482762883	6.02077846366947966	158402.222605447634	1.84942219776137101e-09	0.5	886067.50314856146	172632.651334011869	1	-1525267.17958135204	6.12640304361274879	202049.4987549535	3.49840173104317597e-09	0.5	999257.692220956902	89139.3371655111114	2	-1488022.00650884444	6.16641471660455487	19985.7476544521742	3.04479954051962379e-09	0.5	974206.174829409923	47924.9837555506165	3	-1383016.26484247902	6.12402076284993058	46907.3518669732512	2.2009890279173051e-09	0.5	747842.537891869899	68493.2796438526711	4	-1308857.97584781889	6.09814589851594846	35944.4928993496724	3.21059215741399257e-09	0.5	950866.103156684781	111691.300043307754	4	-1432636.04859759938	6.11347816821785983	35944.4928993496724	2.34569329899940905e-09	0.5	845292.24862165784	86330.061282094699	5	-2158901.43218841869	6.05639108675832638	210999.184952657641	3.49904263401697711e-09	0.5	999681.43346844241	159166.790626890521	6	-3135780.41444861004	6.12052100132889443	251467.609389388701	3.49973045343400682e-09	0.5	999930.861909047817	95081.0232519236597	7	-1460547.48536300962	6.12898978237816472	31798.9749226343374	3.49907133263689331e-09	0.5	993252.235386427259	86034.3329935898364
1600	-14982792.1927171331	-59.3630746290406961	8	16.8412218103129945	0	-1089759.49171992927	6.02007058760321812	144790.192090796656	1.894880627534659e-09	0.5	891754.872987063834	174371.974299493741	1	-1525268.06428335514	6.12660341023654453	202705.390509567427	3.49840173104317597e-09	0.5	998832.870820911485	88901.3079666220292	2	-1488021.42068006936	6.16672542559835257	19870.314464533476	3.13747644989543601e-09	0.5	928468.377418573131	45386.480464544773	3	-1383016.30061393185	6.10071871590879056	53744.4507652953762	2.14802628685308389e-09	0.5	628273.841540020076	72182.308050359381	4	-1308861.55732076964	6.09393533976899704	34304.2615805962123	3.27261965152480004e-09	0.5	895416.060693007195	108948.190253622772	4	-1432635.59628389333	6.11749332435492654	34304.2615805962123	2.45069260406724288e-09	0.5	846841.689530915115	83088.1047424056451	5	-2158902.66590588866	6.06199727221190621	217530.183219785395	3.49904263401697711e-09	0.5	999681.43346844241	153562.39111636547	6	-3135781.00673270691	6.12079387315422352	250914.72681680313	3.49973045343400682e-09	0.5	999930.861909047817	94808.1702924303827	7	-1460546.08917658916	6.13198918080431277	32027.0613865031337	3.49406756450709044e-09	0.5	996919.028799030813	83361.7889329140889
1700	-14982783.9207707662	-59.6104198385721773	8	19.1629110049158378	0	-1089758.28256300115	6.01759029772656717	137703.082054114144	1.97532964839855924e-09	0.5	837359.007852627779	165812.408086482727	1	-1525268.66287250724	6.13085199731286501	203628.072630922805	3.49829513273371883e-09	0.5	999872.742222559988	84745.8155061893776	2	-1488021.47665477544	6.16928936479144419	18327.3725810957294	3.2818075887697236e-09	0.5	945661.792253384716	43802.3298065140261	3	-1383014.86521934392	6.11428130159158201	48086.956477379259	2.18551581849889105e-09	0.5	686450.46856515645	69556.1706168030651	4	-1308856.41501216637	6.10295751525632468	36137.2143994240178	3.24175057988089757e-09	0.5	971141.925210001762	109400.190106651571	4	-1432635.8740889749	6.11445842441207787	36137.2143994240178	2.42177039330654974e-09	0.5	822311.502666947432	83176.9518595904519	5	-2158901.96407760121	6.05564491993413156	213114.589795112843	3.49904263401697711e-09	0.5	999681.43346844241	159912.719747308263	6	-3135780.18330028607	6.11910745178253634	254995.903257964004	3.49973045343400682e-09	0.5	999930.861909047817	96494.4750681640726	7	-1460546.19698211062	6.12863905106030593	31289.9486914833942	3.48861812813851941e-09	0.5	997195.971930123051	86725.6826425091713
1800	-14982775.4459647443	-59.7647469153722071	8	20.5032854631519541	0	-1089760.02204309823	6.01990791427191141	131488.037704493996	1.93938132482180956e-09	0.5	892421.14728473546	174647.429371499893	1	-1525267.38765771687	6.12483953680385262	200854.190188533394	3.49829513273371883e-09	0.5	999502.946796434233	90723.9448988957884	2	-1488021.83224009257	6.17333666288537053	17609.1100802415021	3.42591658718363903e-09	0.5	978477.577499510488	41362.1414066897705	3	-1383014.38882790669	6.11433627345017428	48682.0938701021587	2.21493245100242449e-09	0.5	682332.071165579604	69101.3554775265511	4	-1308851.55088998936	6.10922376196246653	31347.6118750767928	3.39419717003297983e-09	0.5	989095.898219659575	105224.805705030492	5	-1432635.77268392988	6.10943186862695953	38298.2248861436601	2.32680750671009842e-09	0.5	834532.448338224785	88607.9265509488177	6	-2158901.86790411733	6.05623082779700539	209461.490375471272	3.49904263401697711e-09	0.5	999726.762351520709	159334.222951414849	7	-3135778.38531121751	6.11994957708353127	253347.316098240088	3.49973045343400682e-09	0.5	999962.465880150674	95655.431195062105	4	-1460544.2384066761	6.13056953338908706	31347.6118750767928	3.49818876437942519e-09	0.5	997970.75716247526	84866.5004523839307
1900	-14982779.3353780657	-59.3222883496185318	8	16.4261711514893669	0	-1089758.33828174276	6.0066098270380337	140363.658040666196	2.02781481653955755e-09	0.5	772706.39193479158	161494.686812820088	1	-1525266.93146121735	6.12821019367852848	202627.675162192027	3.49830186066724505e-09	0.5	999501.024552541785	87354.7954189676238	2	-1488021.44338446576	6.17083420418991047	18501.2015832443285	3.34473037029501198e-09	0.5	948905.509229701012	42486.6696759748957	3	-1383017.0719363573	6.09645514270637534	47015.8622992141609	2.19379140273439292e-09	0.5	622032.416218014201	74117.3121671359841	4	-1308849.99395312788	6.11003246627351615	31872.0912379351576	3.47482205142696104e-09	0.5	984673.9846501461	103958.071055259963	5	-1432636.46594755631	6.11581196286029893	32548.1818013567645	2.48042791394382292e-09	0.5	836150.97604420525	83445.0545099316805	6	-2158901.30966675607	6.05993216998981765	213798.267088882189	3.49904263401697711e-09	0.5	999726.762351520709	155633.892104639526	7	-3135778.70903425151	6.12064545974363838	252452.082643179165	3.49973045343400682e-09	0.5	999962.465880150674	94959.5746542974812	4	-1460549.07171259285	6.12888470139298036	31872.0912379351576	3.42488977247116585e-09	0.5	984256.804891477455	85358.5861260418606
