generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
LeafPopulationSizeScaler4	10916	20786	1	0.0188679	0.0291033	
MutationRateScaler5	10830	20938	1	0.0188679	0.0399445	
RootPopulationSizeScaler5	12184	19671	1	0.0188679	0.0589044	
LeafPopulationSizeScaler5	13739	17994	1	0.0188679	0.0490659	
MutationRateScaler6	1790	29907	1	0.0188679	0.00941426	
RootPopulationSizeScaler6	11620	20148	1	0.0188679	0.0430363	
LeafPopulationSizeScaler6	4873	26867	1	0.0188679	0.0036807	
MutationRateScaler7	106	31716	1	0.0188679	0.00557401	
RootPopulationSizeScaler7	11550	20140	1	0.0188679	0.0554792	
LeafPopulationSizeScaler7	229	31525	1	0.0188679	0.00307536	
MutationRateScaler8	7548	24141	1	0.0188679	0.0243994	
RootPopulationSizeScaler8	11362	20357	1	0.0188679	0.0516232	
LeafPopulationSizeScaler8	11284	20424	1	0.0188679	0.0172578	
generation 140000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	26310	0	10	0.188679	none	
ConcentrationScaler	3922	4055	3	0.0566038	2.00911	
TimeSizeRateMixer	31693	69668	6	0.113208	0.01853	
TimeRootSizeMixer	39815	61372	6	0.113208	0.0330254	
EventTimeScaler	152213	235663	1	0.0188679	0.0544615	
MutationRateScaler0	12211	21989	1	0.0188679	0.0345339	
RootPopulationSizeScaler0	14386	19913	1	0.0188679	0.0591877	
LeafPopulationSizeScaler0	14568	19660	1	0.0188679	0.0431282	
MutationRateScaler1	1780	32396	1	0.0188679	0.0080108	
RootPopulationSizeScaler1	12374	21801	1	0.0188679	0.0674238	
LeafPopulationSizeScaler1	3096	31098	1	0.0188679	0.00492097	
MutationRateScaler2	12016	22212	1	0.0188679	0.0416393	
RootPopulationSizeScaler2	13227	21068	1	0.0188679	0.0662443	
LeafPopulationSizeScaler2	13962	20182	1	0.0188679	0.0545467	
MutationRateScaler3	12730	21428	1	0.0188679	0.0466453	
RootPopulationSizeScaler3	14470	19729	1	0.0188679	0.0674566	
LeafPopulationSizeScaler3	14808	19396	1	0.0188679	0.0622849	
MutationRateScaler4	8897	25317	1	0.0188679	0.028181	
RootPopulationSizeScaler4	12107	22097	1	0.0188679	0.0499794	
LeafPopulationSizeScaler4	11825	22392	1	0.0188679	0.0289367	
MutationRateScaler5	11722	22540	1	0.0188679	0.0397029	
RootPopulationSizeScaler5	13211	21139	1	0.0188679	0.0587557	
LeafPopulationSizeScaler5	14842	19398	1	0.0188679	0.0490759	
MutationRateScaler6	1995	32207	1	0.0188679	0.00916112	
RootPopulationSizeScaler6	12610	21661	1	0.0188679	0.0428729	
LeafPopulationSizeScaler6	5377	28851	1	0.0188679	0.00361429	
MutationRateScaler7	119	34186	1	0.0188679	0.005395	
RootPopulationSizeScaler7	12519	21671	1	0.0188679	0.0552687	
LeafPopulationSizeScaler7	246	34012	1	0.0188679	0.00297603	
MutationRateScaler8	8260	25917	1	0.0188679	0.0241006	
RootPopulationSizeScaler8	12318	21898	1	0.0188679	0.0514216	
LeafPopulationSizeScaler8	12217	21986	1	0.0188679	0.0171666	
generation 150000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	28196	0	10	0.188679	none	
ConcentrationScaler	4185	4354	3	0.0566038	2.01145	
TimeSizeRateMixer	33843	74477	6	0.113208	0.0183719	
TimeRootSizeMixer	42818	65534	6	0.113208	0.0329771	
EventTimeScaler	162843	251781	1	0.0188679	0.0543026	
MutationRateScaler0	13169	23540	1	0.0188679	0.0344011	
RootPopulationSizeScaler0	15409	21386	1	0.0188679	0.0591131	
LeafPopulationSizeScaler0	15652	21080	1	0.0188679	0.0430919	
MutationRateScaler1	1950	34741	1	0.0188679	0.00780489	
RootPopulationSizeScaler1	13361	23340	1	0.0188679	0.0671747	
LeafPopulationSizeScaler1	3406	33289	1	0.0188679	0.00481328	
MutationRateScaler2	12973	23756	1	0.0188679	0.0414672	
RootPopulationSizeScaler2	14207	22590	1	0.0188679	0.0660066	
LeafPopulationSizeScaler2	15064	21577	1	0.0188679	0.0545046	
MutationRateScaler3	13720	22947	1	0.0188679	0.0464897	
RootPopulationSizeScaler3	15539	21173	1	0.0188679	0.0673967	
LeafPopulationSizeScaler3	15877	20834	1	0.0188679	0.0622231	
MutationRateScaler4	9650	27071	1	0.0188679	0.0279159	
RootPopulationSizeScaler4	13026	23678	1	0.0188679	0.0497204	
LeafPopulationSizeScaler4	12764	23960	1	0.0188679	0.0288049	
MutationRateScaler5	12689	24068	1	0.0188679	0.0395287	
RootPopulationSizeScaler5	14199	22644	1	0.0188679	0.058555	
LeafPopulationSizeScaler5	15950	20799	1	0.0188679	0.0490654	
MutationRateScaler6	2204	34484	1	0.0188679	0.00893403	
RootPopulationSizeScaler6	13568	23219	1	0.0188679	0.042707	
LeafPopulationSizeScaler6	5896	30837	1	0.0188679	0.00355574	
MutationRateScaler7	125	36683	1	0.0188679	0.00523111	
RootPopulationSizeScaler7	13491	23206	1	0.0188679	0.0550649	
LeafPopulationSizeScaler7	271	36516	1	0.0188679	0.00288609	
MutationRateScaler8	8889	27781	1	0.0188679	0.0237975	
RootPopulationSizeScaler8	13274	23434	1	0.0188679	0.0512362	
LeafPopulationSizeScaler8	13141	23568	1	0.0188679	0.0170895	
