generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_Att_bol	ln_likelihood_Att_bol	ln_prior_Att_bol	root_height_Att_bol	mutation_rate_Att_bol	freq_1_Att_bol	pop_size_Att_bol	pop_size_root_Att_bol	root_height_index_Cra_gut	ln_likelihood_Cra_gut	ln_prior_Cra_gut	root_height_Cra_gut	mutation_rate_Cra_gut	freq_1_Cra_gut	pop_size_Cra_gut	pop_size_root_Cra_gut	root_height_index_Cra_vul	ln_likelihood_Cra_vul	ln_prior_Cra_vul	root_height_Cra_vul	mutation_rate_Cra_vul	freq_1_Cra_vul	pop_size_Cra_vul	pop_size_root_Cra_vul	root_height_index_Fur_min	ln_likelihood_Fur_min	ln_prior_Fur_min	root_height_Fur_min	mutation_rate_Fur_min	freq_1_Fur_min	pop_size_Fur_min	pop_size_root_Fur_min	root_height_index_Kni_ore	ln_likelihood_Kni_ore	ln_prior_Kni_ore	root_height_Kni_ore	mutation_rate_Kni_ore	freq_1_Kni_ore	pop_size_Kni_ore	pop_size_root_Kni_ore	root_height_index_Maz_pro	ln_likelihood_Maz_pro	ln_prior_Maz_pro	root_height_Maz_pro	mutation_rate_Maz_pro	freq_1_Maz_pro	pop_size_Maz_pro	pop_size_root_Maz_pro	root_height_index_Myi_fla	ln_likelihood_Myi_fla	ln_prior_Myi_fla	root_height_Myi_fla	mutation_rate_Myi_fla	freq_1_Myi_fla	pop_size_Myi_fla	pop_size_root_Myi_fla	root_height_index_Nas_lon	ln_likelihood_Nas_lon	ln_prior_Nas_lon	root_height_Nas_lon	mutation_rate_Nas_lon	freq_1_Nas_lon	pop_size_Nas_lon	pop_size_root_Nas_lon	root_height_index_Sti_nap	ln_likelihood_Sti_nap	ln_prior_Sti_nap	root_height_Sti_nap	mutation_rate_Sti_nap	freq_1_Sti_nap	pop_size_Sti_nap	pop_size_root_Sti_nap
1000	-14982833.2738240547	-59.8899640602926482	8	3.80419754215948291	0	-1089759.14171628887	6.00843637361288785	147472.980855617963	1.76506359959709171e-09	0.5	943522.786635964876	195471.715180392232	1	-1525267.28838085639	6.12723809537015995	203240.004595564009	3.49742910805171375e-09	0.5	999611.212683980004	88336.1460547895258	2	-1488023.20658136066	6.16138378700759759	23305.8467151213554	2.66513145870424366e-09	0.5	990659.015695155133	53718.2986327067774	3	-1383015.64362854697	6.10165720615732532	49532.4019766758429	2.06120606039513672e-09	0.5	682554.870760018704	77778.0780479608075	4	-1308861.8064093648	6.09332601996585943	35118.6736362522497	3.14987204269246048e-09	0.5	949708.861442266149	116132.848676796202	5	-1432635.30712977098	6.11660640204150674	31718.8055868702613	2.66196369901266576e-09	0.5	792057.199991995003	78415.4027225615137	6	-2158903.41530277673	6.05884553722372132	214130.783925674506	3.49951289142659528e-09	0.5	997785.345331254648	156415.88548594719	7	-3135819.14724704297	6.12180786065940374	255414.824824908079	3.49945674050261912e-09	0.5	998908.465468038223	93698.3513516173261	5	-1460548.3174280487	6.13042464616072103	31718.8055868702613	3.4262928805501944e-09	0.5	994320.224900295027	84700.1269022113702
1100	-14982790.0950999297	-58.9594278944389174	8	12.0633308781279638	0	-1089760.0147750047	6.00153497225424815	166488.900037980435	1.78423007684963641e-09	0.5	863951.239597402164	184949.174981107702	1	-1525266.79658161663	6.12584120516784658	199534.215803834144	3.49742910805171375e-09	0.5	999611.212683980004	89732.4931639120769	2	-1488024.68781833397	6.15993215011027573	22895.89682638452	2.842514828507172e-09	0.5	908128.944288598141	50561.3945301766507	3	-1383017.1114514682	6.10878128902022333	61943.2817549600659	1.77745050762732598e-09	0.5	844768.310774158454	90244.3259898507677	4	-1308854.75742879207	6.10288839348952017	35410.8577404536773	3.18719232874889788e-09	0.5	988766.078624652815	111453.915342882581	5	-1432635.75954562146	6.11370701997813093	31054.6923913635255	2.71058325880860805e-09	0.5	765764.03995782102	78032.5646428498439	6	-2158901.32558293641	6.06037054777313955	214966.60542339462	3.49996508846305552e-09	0.5	999518.804711860488	155163.351163964107	7	-3135784.59903554711	6.12114612902770006	255401.62733423087	3.49945674050261912e-09	0.5	999861.405246367212	94449.3777253569715	5	-1460545.04288061033	6.12917131530067927	31054.6923913635255	3.49158173378193935e-09	0.5	996171.681652920321	86106.3740169749217
1200	-14982789.5299947299	-59.4189578039585058	8	4.80406564009546511	0	-1089759.60131284362	6.00946522500465008	183146.48364416245	1.61594954465235122e-09	0.5	955707.481396891293	197012.764534347254	1	-1525266.41402252787	6.12803736296678991	202985.219707395619	3.49981255655075648e-09	0.5	999428.163662825362	87521.1593742718251	2	-1488025.30375829339	6.16330147488272573	24104.1509959973446	2.62812180548953737e-09	0.5	993453.769919950049	51964.7094053532273	3	-1383016.17149724718	6.10020972103086123	64193.1740296273128	1.67307163576845827e-09	0.5	837582.53091250849	96656.0840692987113	4	-1308855.12190025393	6.10181356898822003	33265.3169449810084	3.27843982170473996e-09	0.5	968765.629856417421	110240.713687296986	5	-1432635.73198378063	6.1205686771652843	31574.0732393666985	2.6315631755833031e-09	0.5	830473.418604820152	78928.12858719012	6	-2158901.1258269744	6.05814746272539217	212541.588052411942	3.49996508846305552e-09	0.5	999323.106587921036	157354.551624746731	7	-3135784.79807523685	6.11993528502363482	253638.241686174675	3.49945674050261912e-09	0.5	999861.405246367212	95660.0539127968514	5	-1460545.26161757018	6.13090360105942977	31574.0732393666985	3.49649553348610866e-09	0.5	991911.435428988072	84019.8558529929578
1300	-14982795.2949815281	-59.0662438596236612	8	13.6146982312266278	0	-1089758.7238950124	6.00501217988664671	162345.212556071783	1.63343432996108143e-09	0.5	990911.344501925516	208682.380568900699	1	-1525267.70873464877	6.12948271908831366	199888.644956159987	3.49981255655075648e-09	0.5	999428.163662825362	86076.6297598982492	2	-1488025.53648996679	6.1594992180449033	22122.9328914255893	2.75472891671301235e-09	0.5	931312.729179516085	52255.3804824154795	3	-1383014.00420590444	6.11216124956314211	60115.9317492562768	1.70049162625362209e-09	0.5	890567.882809421513	92126.886752731225	4	-1308855.79253026564	6.10047776986728962	33902.6103631805672	3.30876598612645719e-09	0.5	947944.144671244896	109137.595115988486	5	-1432637.66499696439	6.1138879891781901	31647.749340180173	2.51599937536708477e-09	0.5	840139.193608436151	85459.4709038718429	6	-2158903.36682362482	6.05561461711791438	215627.461465363973	3.49996508846305552e-09	0.5	999323.106587921036	159885.682765719626	7	-3135785.72924804268	6.11943972394182367	256367.072232779872	3.49945674050261912e-09	0.5	999861.405246367212	96155.5463124410599	5	-1460546.76805709954	6.13355094520743371	31647.749340180173	3.49649553348610866e-09	0.5	999039.675091675017	81978.8515397223091
1400	-14982784.925601244	-59.1637656029116812	8	14.9340104503473654	0	-1089762.48384363344	6.01102525345646832	152299.135045898205	1.66391718036702028e-09	0.5	976202.76322496275	199714.826990991249	1	-1525266.96278624213	6.12883575011942483	201418.622783409199	3.49981255655075648e-09	0.5	999213.94338717917	86704.6402648675867	2	-1488023.75706344331	6.15984060377715004	22116.3462890495066	2.89918464275717858e-09	0.5	883112.822655563126	49249.4314594159368	3	-1383014.7818223217	6.11106856825477962	62325.5708912939372	1.6359995495408155e-09	0.5	906776.77484000416	94794.4716993701732	4	-1308852.18303533946	6.1061288679455803	32730.7304380587957	3.40585575726892444e-09	0.5	960524.288132010843	105157.940501348785	4	-1432635.63843249832	6.11901276786100645	32730.7304380587957	2.50884447326609292e-09	0.5	867266.752901371219	83774.3526039176941	5	-2158901.8251786055	6.06041156431463612	217141.061917396029	3.49996508846305552e-09	0.5	999369.075849204441	155099.11688398078	6	-3135782.63408428337	6.12126594722337458	255009.22320692701	3.49945674050261912e-09	0.5	999916.49747823528	94334.7736830901849	7	-1460544.65935487696	6.1302682225807672	30029.2218866430703	3.49949622796760991e-09	0.5	998813.898756242241	85239.1538486863283
1500	-14982780.9602236357	-47.1123986430078787	7	5.17192944538346211	0	-1089757.72106720251	6.01058498607092417	167316.594032855966	1.66850548050913296e-09	0.5	959282.188298878842	196675.499829267908	1	-1525265.39010604657	6.12567513546964015	199828.226660339889	3.49981255655075648e-09	0.5	999817.880189478397	89917.0846208429284	2	-1488024.91218693554	6.15759739446463961	24201.0867232660494	2.66054218547162128e-09	0.5	923610.242833179538	53579.7424823830661	3	-1383015.20910547511	6.11117922787650514	63795.0054930305487	1.64466892991707727e-09	0.5	940860.519564875285	98253.4721433040831	4	-1308848.69081927277	6.11161481346931978	31065.8019122294099	3.47031944761505579e-09	0.5	996374.478147362708	103616.753545362109	4	-1432636.62064058869	6.12258396180644127	31065.8019122294099	2.57597263203793281e-09	0.5	880797.62729305611	81935.8795047734311	5	-2158902.50483677443	6.06179354592255137	216779.423048973549	3.49904913658999768e-09	0.5	999630.682343188208	153758.246218330285	6	-3135784.75481756404	6.11911720428618189	257249.591728369676	3.49945674050261912e-09	0.5	999916.49747823528	96483.337194829146	4	-1460545.15664377576	6.13059949211567101	31065.8019122294099	3.49003106818273817e-09	0.5	990992.884696631692	84243.4198147630232
1600	-14982792.0166074112	-47.2195466191177999	7	4.40296865437215779	0	-1089761.15029650484	6.0070557400903084	182717.075940625247	1.66313670968246763e-09	0.5	946970.019572205609	197493.304652278748	1	-1525265.954663618	6.12751170263183731	203525.836538222822	3.49994416088927224e-09	0.5	999817.880189478397	88080.8519339097693	2	-1488024.81177641451	6.15904726339509523	24176.9590281585406	2.64602221642597415e-09	0.5	932826.871338952216	52761.9335032575545	3	-1383016.21643898101	6.11673463286240526	58659.3664220158171	1.73052144660229441e-09	0.5	887620.506541909883	87762.5596900823584	4	-1308851.19430458872	6.1096495597531959	31670.5535748735456	3.47592622363579269e-09	0.5	959226.021945856046	101638.667471651279	4	-1432636.55341676087	6.12306255813390621	31670.5535748735456	2.52783978525161222e-09	0.5	892431.548628627788	82591.0063516242371	5	-2158903.28977504652	6.05837713692056568	218981.02332751159	3.49904913658999768e-09	0.5	999630.682343188208	157173.393480149069	6	-3135784.56423336966	6.12411742200224296	255739.657669440116	3.49953642934248293e-09	0.5	999916.49747823528	91483.5370095556573	4	-1460548.28170212684	6.13123955219423245	31670.5535748735456	3.46025433195644342e-09	0.5	988392.30323888571	83389.7162530337519
1700	-14982777.2779000886	-47.5689757924584029	7	11.7558633783642001	0	-1089761.14057563245	6.00378290255392244	165482.952411281731	1.6639069381344725e-09	0.5	982136.024525463698	208041.647160027962	1	-1525265.56947213272	6.1260431468696801	201553.676952493872	3.49994416088927224e-09	0.5	999817.880189478397	89549.1402429707668	2	-1488023.10658397153	6.16196885390258764	21376.1605179883081	2.97048368706101938e-09	0.5	906155.224898363929	48605.9350609326575	3	-1383013.76895906124	6.11405267686116538	51994.0916663205207	1.96541444597322678e-09	0.5	787481.228196433047	79973.382104189528	4	-1308848.07120539527	6.11257431899805503	30967.514850999014	3.49984946726779471e-09	0.5	998997.624927442055	102931.000764073935	4	-1432637.11417710176	6.122196088691231	30967.514850999014	2.54186094959601413e-09	0.5	891741.83299276873	83299.8429494137672	5	-2158901.80047483929	6.0561230947393323	210075.764046920522	3.49950508752096399e-09	0.5	999492.343103240128	159404.540100397018	6	-3135782.65965144383	6.11902977183697239	254635.036636553705	3.49953642934248293e-09	0.5	999916.49747823528	96570.7623432075052	4	-1460544.04680051142	6.13051800013855797	30967.514850999014	3.48689276049139908e-09	0.5	998945.78879714699	85000.895154899772
1800	-14982783.1060700845	-48.5306657927272909	7	2.07432606597069613	0	-1089758.01037401939	6.00918033880487812	170271.94089945333	1.67659339427161332e-09	0.5	955728.929075271357	197289.45981374383	1	-1525266.60553458822	6.12530041473427644	195623.143291239947	3.49994416088927224e-09	0.5	999817.880189478397	90291.7371121378092	2	-1488024.12149199704	6.16313502566427296	20859.8139251938701	2.89018692989093634e-09	0.5	971817.828310577897	50994.753845481071	3	-1383014.33337905025	6.11556216069076797	56960.3776306221916	1.88795723810005616e-09	0.5	818378.174602407264	81875.8213591142412	4	-1308850.54027347476	6.10845312954661779	31859.3412986283874	3.4461579264810559e-09	0.5	978540.734002616955	104855.991492325702	4	-1432636.26794426562	6.12187356196170462	31859.3412986283874	2.5640470984071545e-09	0.5	855779.316667906474	80216.5057354722085	5	-2158901.72866831627	6.05663929016069957	214374.050709692325	3.49805587766548214e-09	0.5	999850.063345202012	158945.473268730915	6	-3135782.91800898826	6.12281992706712863	254915.301622284722	3.49953642934248293e-09	0.5	999916.49747823528	92780.9236005719576	4	-1460548.58039538586	6.12924964750459367	31859.3412986283874	3.39656749865222667e-09	0.5	997273.460236483603	86123.4901366614504
1900	-14982783.841402946	-47.1619702205031643	7	4.60183805383933198	0	-1089758.31702888361	6.0166639862068525	157000.000999345648	1.78812566353884741e-09	0.5	920542.340455499711	183136.939256799786	1	-1525267.52844921337	6.12841234296316451	199702.237205820857	3.49680302504996574e-09	0.5	999817.880189478397	87180.375627030211	2	-1488022.18673875323	6.16918145330616419	20541.3856546355055	3.04014859238833659e-09	0.5	987470.197697517811	45845.4224956601101	3	-1383014.12579671643	6.11789146348660751	54397.3072443533601	1.82474396038538976e-09	0.5	884803.567095287377	86460.4698524945852	4	-1308852.76130142156	6.11317224472632326	32359.3385991816067	3.43477715561843853e-09	0.5	984167.738546930836	100814.554890160551	4	-1432635.43291546009	6.11837206277305867	32359.3385991816067	2.56103886433484286e-09	0.5	825447.255316521158	80263.6317434208613	5	-2158902.97149948869	6.0614133118187663	219192.473834017728	3.49805587766548214e-09	0.5	999850.063345202012	154172.167411502276	6	-3135783.19701136043	6.12295165224206706	253918.310581677506	3.49953642934248293e-09	0.5	999926.395507090609	92650.1265461467992	4	-1460547.32066164957	6.12905871999923235	32359.3385991816067	3.4186290243010265e-09	0.5	998547.713848756743	86424.1835662349768
