generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_Att_bol	ln_likelihood_Att_bol	ln_prior_Att_bol	root_height_Att_bol	mutation_rate_Att_bol	freq_1_Att_bol	pop_size_Att_bol	pop_size_root_Att_bol	root_height_index_Cra_gut	ln_likelihood_Cra_gut	ln_prior_Cra_gut	root_height_Cra_gut	mutation_rate_Cra_gut	freq_1_Cra_gut	pop_size_Cra_gut	pop_size_root_Cra_gut	root_height_index_Cra_vul	ln_likelihood_Cra_vul	ln_prior_Cra_vul	root_height_Cra_vul	mutation_rate_Cra_vul	freq_1_Cra_vul	pop_size_Cra_vul	pop_size_root_Cra_vul	root_height_index_Fur_min	ln_likelihood_Fur_min	ln_prior_Fur_min	root_height_Fur_min	mutation_rate_Fur_min	freq_1_Fur_min	pop_size_Fur_min	pop_size_root_Fur_min	root_height_index_Kni_ore	ln_likelihood_Kni_ore	ln_prior_Kni_ore	root_height_Kni_ore	mutation_rate_Kni_ore	freq_1_Kni_ore	pop_size_Kni_ore	pop_size_root_Kni_ore	root_height_index_Maz_pro	ln_likelihood_Maz_pro	ln_prior_Maz_pro	root_height_Maz_pro	mutation_rate_Maz_pro	freq_1_Maz_pro	pop_size_Maz_pro	pop_size_root_Maz_pro	root_height_index_Myi_fla	ln_likelihood_Myi_fla	ln_prior_Myi_fla	root_height_Myi_fla	mutation_rate_Myi_fla	freq_1_Myi_fla	pop_size_Myi_fla	pop_size_root_Myi_fla	root_height_index_Nas_lon	ln_likelihood_Nas_lon	ln_prior_Nas_lon	root_height_Nas_lon	mutation_rate_Nas_lon	freq_1_Nas_lon	pop_size_Nas_lon	pop_size_root_Nas_lon	root_height_index_Sti_nap	ln_likelihood_Sti_nap	ln_prior_Sti_nap	root_height_Sti_nap	mutation_rate_Sti_nap	freq_1_Sti_nap	pop_size_Sti_nap	pop_size_root_Sti_nap
33600	-14982783.3950740807	-36.6314800859747507	6	15.4368348105229796	0	-1089759.83732358762	6.00982380306362884	107919.086975371159	2.51525717612122573e-09	0.5	662545.782292693388	136341.848445796757	1	-1525267.21457261895	6.12522393146921118	196703.502945669548	3.49869617292865449e-09	0.5	999487.362142129918	90338.3326843437244	2	-1488023.22474766243	6.16251792189434688	18019.2910785353961	3.45582222614474523e-09	0.5	796458.865529760369	42284.5402632619662	3	-1383016.01468723128	6.13471940345742439	32450.0216167992403	2.83275246876226794e-09	0.5	699548.439234531834	56585.9103219003882	3	-1308853.13041848433	6.10544630603820693	32450.0216167992403	3.42575490523872424e-09	0.5	941237.274921621545	103688.856196602821	3	-1432635.75101530761	6.11994106490895362	32450.0216167992403	2.53251447470723116e-09	0.5	865894.247353107319	82837.9672164235963	4	-2158903.26008294988	6.06010860482531299	215451.164420063986	3.49548750646697157e-09	0.5	999335.826861896785	155396.715011519671	5	-3135777.26711747609	6.12040867442179781	253357.006917783961	3.4999975703426472e-09	0.5	999915.28652478382	95191.8596175486164	3	-1460547.69510876131	6.13115680919588613	32450.0216167992403	3.48237605002359502e-09	0.5	994118.717140492168	83955.1046974970232
33700	-14982777.3267636858	-34.7682394952792393	6	2.49705368091366608	0	-1089758.14574823482	6.00630718431721178	116532.333941506207	2.45563119075731803e-09	0.5	643013.105408943724	134583.552464626351	1	-1525266.24626144068	6.12727425990936858	201029.234772453259	3.49869617292865449e-09	0.5	999538.644993643276	88293.585356949261	2	-1488023.94909132784	6.16825637549308681	18405.3132155417843	3.49439328182321205e-09	0.5	830840.860917332931	39342.1619419228591	3	-1383015.66989628784	6.13352611078532739	31531.9387446537949	2.92843646835816649e-09	0.5	669979.815015801345	54993.6101064779796	3	-1308851.76549964654	6.10749104110642271	31531.9387446537949	3.46054762707038559e-09	0.5	952867.90765047248	103021.750937619465	3	-1432636.56851993129	6.12316451649794935	31531.9387446537949	2.55906456354826413e-09	0.5	874866.74937848968	80876.2537441835593	4	-2158902.08659403492	6.05737428240697007	214458.844850919006	3.49618980386868282e-09	0.5	999797.44174808159	158202.264682294306	5	-3135777.90722860815	6.12238269321552409	257697.56667447745	3.4999975703426472e-09	0.5	999915.28652478382	93218.0080498141033	3	-1460544.98792417371	6.13118687056937617	31531.9387446537949	3.48621120784325095e-09	0.5	995914.078463946469	84076.7876290938148
33800	-14982785.3321813662	-35.3532400220301568	6	9.84234853540235122	0	-1089759.12120255199	6.014902257660248	113325.775614679224	2.42317027507919231e-09	0.5	663951.798989645788	133259.336239005614	1	-1525270.36186003312	6.12447247973522302	198874.729515116953	3.49251835378062169e-09	0.5	999278.129664039006	91070.3305596979044	2	-1488022.73365087342	6.16583527705384249	17803.5432261366841	3.40499340280828241e-09	0.5	835951.537913895212	41608.0848238153994	3	-1383018.56878048973	6.13220398177547743	31940.7044444938838	3.10596691937009298e-09	0.5	636820.487129208865	53113.7688142196566	3	-1308850.43093194067	6.10851079567553157	31940.7044444938838	3.40980836347981025e-09	0.5	989613.990918225027	105985.484324816687	3	-1432637.39379413915	6.11995133189222429	31940.7044444938838	2.47787428198242259e-09	0.5	904187.17028261337	86492.0734423237591	4	-2158902.30696121883	6.05896700281626899	215768.513263397821	3.49623243855878848e-09	0.5	999615.61603650928	156581.385422013234	5	-3135777.87984789349	6.12178691136607434	253243.509904450912	3.4999975703426472e-09	0.5	999915.28652478382	93813.7394285125629	3	-1460546.53515222692	6.13110990120583033	31940.7044444938838	3.47567223869948503e-09	0.5	992140.274417890119	83834.5609751578741
33900	-14982779.5880498625	-34.6262530485344371	6	6.05999437603167568	0	-1089758.71468574042	6.01047382302669853	109804.408720893407	2.39057707734709079e-09	0.5	681505.791277568671	139800.537651792634	1	-1525268.30442428472	6.12700977411851788	204166.966843320261	3.4968550865570705e-09	0.5	999498.752801295137	88554.4147246005014	2	-1488021.98401735304	6.1672842142993165	18026.5714156966751	3.4152684753341436e-09	0.5	885196.818459676811	42776.5913748814201	3	-1383016.00689615496	6.12899802257932258	32136.7855969127595	2.95118904630716396e-09	0.5	647040.887381981243	56040.5840658773959	3	-1308850.25410782499	6.10952919884781664	32136.7855969127595	3.45836145503178359e-09	0.5	976192.759999572998	103553.942175249686	3	-1432636.95845225384	6.11650099983227946	32136.7855969127595	2.46508918673954243e-09	0.5	869543.875844289782	86178.4056935598346	4	-2158901.93261884945	6.06057082512354839	214371.454082452809	3.49833487855161179e-09	0.5	999712.201018931111	154993.153918949218	5	-3135777.09929660475	6.1211226543264452	254743.313240080955	3.4999975703426472e-09	0.5	999915.28652478382	94477.9401966205769	3	-1460548.33355079591	6.12851775341346539	32136.7855969127595	3.40785792618123585e-09	0.5	991899.922783287941	86385.4027701694868
34000	-14982774.2564198785	-47.975489706703037	7	14.5074906693833992	0	-1089759.81305388082	6.00311687432877328	105432.519935849079	2.56329212568284752e-09	0.5	633926.137623576447	134704.058142983908	1	-1525266.71868889569	6.12554291646940996	200891.111914734618	3.49946712094063847e-09	0.5	999274.723158471752	90000.3597327876487	2	-1488021.43608148256	6.16823432595885635	17860.8999202797568	3.4390625335314303e-09	0.5	889709.68666308315	42149.3494060393932	3	-1383014.71564195212	6.12761961712995529	31036.8863598298303	3.20966252268462576e-09	0.5	566849.070546554402	49876.4724529345185	3	-1308849.20164050395	6.11054261617979222	31036.8863598298303	3.49206435248740094e-09	0.5	984590.209245399921	103446.937769061522	4	-1432636.32631064393	6.11526184227136405	33528.4415308841781	2.5656171120133504e-09	0.5	779270.770911707892	78197.2942840978212	5	-2158902.73109542206	6.05938595969132798	211183.270770034171	3.49743522096001845e-09	0.5	999712.201018931111	156177.67834810671	6	-3135778.8799168705	6.11865977436877095	255712.158291781903	3.4999975703426472e-09	0.5	999915.28652478382	96940.6115151742124	3	-1460544.43399022799	6.12963032903362759	31036.8863598298303	3.48877432143912216e-09	0.5	999069.035456498503	85898.2270015272952
34100	-14982779.2404331379	-34.4759432078567372	6	4.04238225755522507	0	-1089757.69093684643	6.01362766374111324	109487.457686055583	2.50196503794681491e-09	0.5	656674.22178196942	132635.673315549066	1	-1525270.77860417822	6.13148072036401182	201499.158521806152	3.49705674698352099e-09	0.5	999967.106244479772	84125.1111099002883	2	-1488022.0276371045	6.17045280112738936	17930.1947938250123	3.29956110824059378e-09	0.5	969494.010352034238	43778.2753333898218	3	-1383014.14661405585	6.12019223991338279	31095.4640945120191	3.2555810123313248e-09	0.5	500171.851929224445	47724.5769065435088	3	-1308849.38190279808	6.1117951950909486	31095.4640945120191	3.47093320325847445e-09	0.5	987696.433419537614	102536.12854089358	3	-1432636.68929029442	6.10501104641730308	31095.4640945120191	2.68987991616131811e-09	0.5	711799.990657073795	78723.3367212208832	4	-2158902.76737640146	6.06113501834108526	219703.100722207688	3.49902959316678497e-09	0.5	999914.018673770363	154460.298571380059	5	-3135780.69312345143	6.11995154719886081	259751.039668957965	3.4999975703426472e-09	0.5	999915.28652478382	95648.9481156496331	3	-1460545.064948007	6.12973171384990145	31095.4640945120191	3.4878146949218609e-09	0.5	991520.586115722312	85148.6992556654877
34200	-14982777.2329378221	-34.8352962327618201	6	7.20617195161609114	0	-1089761.61373139569	6.01429692951390926	113351.753619892901	2.44296621335108212e-09	0.5	646114.094759855536	130070.30693680438	1	-1525266.49926404562	6.12538285246800918	196430.288507214835	3.49913102558123873e-09	0.5	999843.74027893052	90211.6476378198422	2	-1488023.38324968051	6.17425795412263412	17461.5170780827939	3.45689643198868276e-09	0.5	973956.562467280542	40273.7317027021199	3	-1383014.54660844896	6.11165812517760365	31785.0111260614503	3.19047511966966636e-09	0.5	487866.605879322684	50713.9647241319544	3	-1308848.70335945301	6.11294525280796108	31785.0111260614503	3.49524567158654053e-09	0.5	995971.511072123772	102249.76779536673	3	-1432635.55645078863	6.10526889430735054	31785.0111260614503	2.6853722361737564e-09	0.5	702032.802860455355	77462.0919807226746	4	-2158900.81333009852	6.05895668793209197	213820.882780729269	3.49902959316678497e-09	0.5	999814.6448868101	156622.874591023196	5	-3135777.46860267827	6.12192980306279111	256783.989336467959	3.4999975703426472e-09	0.5	999915.28652478382	93670.8598366484221	3	-1460548.64834123291	6.12767777661840363	31785.0111260614503	3.48346026747169935e-09	0.5	984019.50827797188	86525.6443620959617
34300	-14982780.0445705224	-34.8067660758390645	6	2.44500891363057571	0	-1089762.91677055112	6.02171322681690313	109484.020187172573	2.72856466388553908e-09	0.5	579965.468809596961	112452.620286539968	1	-1525268.47382634785	6.12981050642524572	199898.916060536256	3.49763324824763674e-09	0.5	999915.593479483039	85790.8504120899743	2	-1488021.48141007079	6.17097086776137438	18153.7271101894912	3.34234294017524455e-09	0.5	950285.068576118676	42418.5692590987746	3	-1383014.17127772933	6.10532236142650397	31099.3111577508716	3.38953908938258675e-09	0.5	419359.358721544791	46249.5657622162107	3	-1308849.33051359979	6.11243768533239695	31099.3111577508716	3.49310743104315589e-09	0.5	983254.268557245843	101443.241014488303	3	-1432637.35016953084	6.11465482341370681	31099.3111577508716	2.88708903209026662e-09	0.5	685252.705526973121	69178.847686316105	4	-2158902.75020822976	6.05753146328761538	209025.031943219947	3.49902959316678497e-09	0.5	999409.924462507595	157983.858017484978	5	-3135777.39078867203	6.12198015792901451	255198.732177718863	3.4999975703426472e-09	0.5	999915.28652478382	93620.5092361613497	3	-1460546.17960578972	6.12873877976966064	31099.3111577508716	3.49020394223592832e-09	0.5	984259.038371619885	85502.4044987910311
34400	-14982796.7073197551	-34.5470931044907985	6	5.29665756413116817	0	-1089767.31914535561	6.02502463732485083	91606.9011492371937	2.91165197437482411e-09	0.5	562364.01592788985	107177.56192174126	1	-1525268.68511210266	6.12421544003760765	197879.752580935834	3.49609931742938552e-09	0.5	999407.761025487329	91339.0321275727474	2	-1488023.38637504773	6.16855375120674765	18283.631877817661	3.4986357428028199e-09	0.5	839056.104666232364	39481.6570901526648	3	-1383016.52090652543	6.10265324797719622	31003.4229703929668	3.27492877987941891e-09	0.5	422767.644178148534	47753.8675459767255	3	-1308849.68361626565	6.10989145657624277	31003.4229703929668	3.46023062658363392e-09	0.5	992585.149231727817	104933.265346624918	3	-1432638.37942581763	6.11375453324518325	31003.4229703929668	2.94889923925026122e-09	0.5	671704.101448814501	68415.7935527026275	4	-2158907.24292745395	6.05705878226557104	210329.086664485629	3.49527855416169735e-09	0.5	996964.273246026714	158068.50257044821	5	-3135778.8065867438	6.1235720100969484	256385.458229024691	3.4999975703426472e-09	0.5	999915.28652478382	92028.7919195560535	3	-1460546.68322444125	6.12800265030836577	31003.4229703929668	3.49015219160039599e-09	0.5	990357.834769588662	86761.2374173151184
34500	-14982777.4263416603	-34.4955110501007169	6	4.35161539588430291	0	-1089758.40318743233	6.00693472130122608	94318.7447492952197	2.92834734978236228e-09	0.5	539964.771977903205	112676.542657491285	1	-1525265.20228199032	6.12678055085417839	200137.007550794166	3.49932881907402576e-09	0.5	999942.779323207797	88822.9651005795313	2	-1488021.62681864854	6.16614952394789739	18080.6742434669613	3.4568824779761178e-09	0.5	840422.46735892992	41566.5176833273363	3	-1383014.60351558961	6.11349415954173736	31322.5403328057073	3.4772081252526785e-09	0.5	429569.199527234945	43865.217913347602	3	-1308850.40399697144	6.10904831340220511	31322.5403328057073	3.46386961662093981e-09	0.5	988269.862654245924	105310.318570771633	3	-1432635.82950174669	6.11247593877891227	31322.5403328057073	2.82294977388433972e-09	0.5	707049.965340126888	72919.9436620774795	4	-2158905.56229897868	6.05713275594726497	214306.334791180852	3.4996699990585152e-09	0.5	996228.286296091625	157878.117300453596	5	-3135781.03449958656	6.12038309298830363	260468.244016775105	3.4999975703426472e-09	0.5	999915.28652478382	95217.4388839511812	3	-1460544.76024071872	6.1306766855766206	31322.5403328057073	3.48108289802721336e-09	0.5	996244.996040579514	84612.9935088872735
34600	-14982773.5991859157	-34.7515553286004391	6	6.63512131207785583	0	-1089758.39527311805	6.00586827363223286	107469.395900403542	2.66312034843908858e-09	0.5	587206.311462195474	123160.842680678077	1	-1525265.22132117255	6.12689834556704938	200708.111832817871	3.49932881907402576e-09	0.5	999942.779323207797	88705.1771280016983	2	-1488021.70609079534	6.16555239818063683	20008.3140117581643	3.13173536095707629e-09	0.5	903839.678659777157	45242.78024276426	3	-1383013.75864490704	6.11296337346913532	30831.2237193103683	3.40689893715604524e-09	0.5	449720.555948144058	46161.6677813305869	3	-1308848.39716655109	6.11410690001211599	30831.2237193103683	3.49847998971868855e-09	0.5	998604.217003062135	101360.024398393711	3	-1432636.97119918698	6.10137312802157084	30831.2237193103683	2.88149866367100218e-09	0.5	637816.372610233375	72861.2535671143705	4	-2158905.95760672633	6.05798155753206302	208055.482977292937	3.49902144054361895e-09	0.5	998059.351121231331	157321.142482900032	5	-3135777.77206521528	6.12143550918139923	252947.02753541345	3.4999975703426472e-09	0.5	999915.28652478382	94165.111844687679	3	-1460545.41981824324	6.12912380747679464	30831.2237193103683	3.48354445727497565e-09	0.5	991785.788575995946	85774.3869184553623
34700	-14982780.318583427	-34.6172664023942076	6	5.71898235927668086	0	-1089759.20232177619	6.00601706287444514	93126.7753935875517	2.82972549197335172e-09	0.5	567534.283620762406	118950.382169387114	1	-1525269.43304786109	6.12795780811699231	206754.630917271919	3.49668034175141581e-09	0.5	999942.779323207797	87645.775201223456	2	-1488022.90874491073	6.16616299550947744	18349.4326132697533	3.45556443844341642e-09	0.5	810262.751895351103	40063.9305554716921	3	-1383014.72808697657	6.1035510659653518	31405.9054017094204	3.37707106047394261e-09	0.5	422084.602164294047	47297.759147358709	3	-1308850.80760505213	6.10889944173863064	31405.9054017094204	3.43575416387413449e-09	0.5	999956.409906271612	106704.50555498981	3	-1432636.69080059859	6.10852680692659611	31405.9054017094204	2.77267929824073632e-09	0.5	674569.428717812058	72234.1031402906228	4	-2158901.48928004503	6.05942340916737798	213002.053858593514	3.49789723583729938e-09	0.5	999882.910612789216	156166.901960257936	5	-3135779.82354115322	6.12186048894707824	254427.31572970617	3.4999975703426472e-09	0.5	999849.838200215017	93734.0324238035537	3	-1460545.2351550532	6.12958014411873009	31405.9054017094204	3.4857327870407067e-09	0.5	994428.510265648481	85549.1479851743497
34800	-14982778.1596198045	-34.7433154663129926	6	6.55468607743883513	0	-1089759.17575976346	6.01858598383062926	92328.2105771930947	2.79943914470643714e-09	0.5	609393.008057588246	120064.20396460763	1	-1525267.0549600774	6.12534479087384831	197319.686115075368	3.49925348520181263e-09	0.5	999250.368012578809	90196.1432442340447	2	-1488022.06507700216	6.16838219644842667	17596.607836829764	3.39627433540313337e-09	0.5	895095.82419185841	42272.1554969147546	3	-1383015.03066626866	6.0977344479073281	31159.3122548051761	3.49354958853071613e-09	0.5	379400.613785203197	44721.5251813109207	3	-1308848.47023227415	6.11202251875775815	31159.3122548051761	3.49936104280871481e-09	0.5	996537.912876670831	103227.455964301334	3	-1432638.5156462614	6.09582799591575508	31159.3122548051761	2.950500969233683e-09	0.5	571245.04082060582	68424.0753588654043	4	-2158900.77239640756	6.05881536615251903	214934.902691316121	3.49901207952024399e-09	0.5	999882.910612789216	156774.873779732996	5	-3135781.20517789945	6.12227823408465532	252555.494114495261	3.4999975703426472e-09	0.5	999849.838200215017	93316.3500155883958	3	-1460545.86970384954	6.13114611839628232	31159.3122548051761	3.46730931318707739e-09	0.5	996592.991475609015	84174.7159689187683
34900	-14982781.8043785058	-34.8949067365680463	6	7.4399855249303446	0	-1089759.03170291171	6.01217665247772537	96601.5271771147964	2.76494442718392342e-09	0.5	606852.877802265342	123453.262035751599	1	-1525266.07660672534	6.1277020306567529	201764.800459658902	3.49929156442728668e-09	0.5	999560.555138725787	87867.9380094013759	2	-1488021.63943222165	6.17083731654807899	17902.6915283798262	3.38796584910243806e-09	0.5	932056.406912935898	41729.3604273912424	3	-1383015.55478914734	6.10508796992494496	30691.5725881217149	3.48885192052574511e-09	0.5	393225.384149579622	43459.5167284572017	3	-1308851.5283282341	6.11189253809214961	30691.5725881217149	3.47976841323625649e-09	0.5	976482.096003968734	101276.876306094418	3	-1432640.18285561865	6.09759711541476968	30691.5725881217149	2.79294668978755386e-09	0.5	652640.312680079602	77019.0513875150791	4	-2158901.19568292331	6.05884441861874912	215709.236812193441	3.49894693922659462e-09	0.5	999704.690721978899	156717.886220172717	5	-3135781.31489582546	6.12362928803374551	258068.206508177624	3.4999975703426472e-09	0.5	999849.838200215017	91965.4989431896829	3	-1460545.28008489776	6.12873026065557802	30691.5725881217149	3.4868943359640175e-09	0.5	999628.081376553047	86846.0264282854769
35000	-14982786.4346887693	-47.1021460521412934	7	5.28565572284235596	0	-1089762.17725555832	6.01818082190430204	93217.5864444652398	3.07138340544751791e-09	0.5	547430.284718857612	108077.944093214508	1	-1525268.71040955465	6.12888675686567908	197361.030165996053	3.49929156442728668e-09	0.5	999560.555138725787	86683.7324223191972	2	-1488021.64394297451	6.16761763583723344	19611.0064990781611	3.13263824822237884e-09	0.5	939872.212369737914	45105.372492005743	3	-1383015.868773225	6.11027857535881935	33443.163457231858	3.35571553565202112e-09	0.5	422361.330275136221	44487.3287998503438	4	-1308848.63123172102	6.11308845852024163	31759.1915840309666	3.47406476968252337e-09	0.5	998006.817224522354	102315.798857878108	4	-1432638.48188752518	6.105921151058185	31759.1915840309666	2.6745695707792291e-09	0.5	734684.542749616667	80585.6723570778267	5	-2158904.49276639149	6.05601948182281546	210550.545497141749	3.49310194148559717e-09	0.5	999396.395867179264	159492.788282427093	6	-3135780.81712764269	6.12023254448153509	251002.474117520323	3.4999975703426472e-09	0.5	999849.838200215017	95361.7324342762295	4	-1460545.61129417736	6.13028748484026664	31759.1915840309666	3.49753713440669525e-09	0.5	995606.029509362183	84946.2154587372934
35100	-14982788.4641720597	-34.4881375191387605	6	4.35812945268332363	0	-1089761.99267188786	6.02009022279446704	91074.7106979444652	2.94990487160075113e-09	0.5	587516.859252322931	114870.342170904085	1	-1525271.28652269719	6.12850257216279815	202328.3597504106	3.49851983609146215e-09	0.5	996937.900621587411	86839.2992830922885	2	-1488022.89850418596	6.16342672351040122	19331.7157018930193	3.31441248230140156e-09	0.5	808219.232583625475	42174.3951655924102	3	-1383014.04697415605	6.10841944704946904	31806.6094164798997	3.24742782676203321e-09	0.5	453763.379701605008	48638.5117456022272	3	-1308849.72909125662	6.1107611834786919	31806.6094164798997	3.49592916884455252e-09	0.5	982014.50273412047	102961.682376283905	3	-1432637.00442424836	6.11017965886914816	31806.6094164798997	2.61157009389557618e-09	0.5	740893.918651446002	78111.6604118725081	4	-2158904.56255117897	6.05844482678047314	213887.499489909213	3.49604621089253865e-09	0.5	997931.198409393197	156838.631313855643	5	-3135779.81261899322	6.12097252176407913	256807.409580825391	3.4999975703426472e-09	0.5	999849.838200215017	94621.8662680518319	3	-1460547.13081345567	6.12976927855761389	31806.6094164798997	3.46436641836223809e-09	0.5	985780.923644455499	84618.7643499566329
35200	-14982787.7227244154	-34.6504127444484169	6	2.91819882613067261	0	-1089757.92350692255	6.01577311036294304	88517.5615546420886	3.11831715821540147e-09	0.5	525132.724871150916	104940.154545686426	1	-1525271.95523587638	6.12722365914222777	202246.789033250679	3.49868758771751324e-09	0.5	996250.836363094742	88053.5700119008688	2	-1488022.21780142235	6.16459597034652873	17593.2343612330988	3.47726722274750806e-09	0.5	816304.338022293756	41641.8298643881208	3	-1383015.07138952566	6.10827478030575399	31594.7182477589486	3.17154954265616824e-09	0.5	465243.415893784491	49936.3523366122972	3	-1308849.94022433227	6.109429879645905	31594.7182477589486	3.4410579305105431e-09	0.5	984533.95637253148	104536.554407810851	3	-1432637.06474098004	6.10797871877157839	31594.7182477589486	2.62202921464179007e-09	0.5	758844.836608356098	81674.3786907856411	4	-2158904.84660800407	6.05798443714372326	215477.753420198656	3.49604621089253865e-09	0.5	997770.222443255014	157272.694794091309	5	-3135780.29942854168	6.11981553030178205	256437.815147799323	3.4999975703426472e-09	0.5	999849.838200215017	95778.6839944292005	3	-1460548.40378881036	6.12945032129295342	31594.7182477589486	3.49672534027402354e-09	0.5	969124.548609431367	83498.1017551252153
35300	-14982778.0873732083	-34.7332260102604167	6	2.61416812091629502	0	-1089760.05012264568	6.02307682231732855	80629.2907851084601	3.28969200646849144e-09	0.5	517573.342117968714	99649.3149951570813	1	-1525266.93654615735	6.12760109027598787	198441.794530159328	3.49921936828194227e-09	0.5	999387.692250061664	87953.6208002937492	2	-1488021.78393909847	6.16576166214361265	18614.1717118811976	3.39127413901883998e-09	0.5	841804.651838293881	41961.3831200091299	3	-1383015.66793873766	6.11134300922157792	30747.2035338919159	3.1894790916334012e-09	0.5	475823.330714559997	49612.0000910801464	3	-1308849.13814634504	6.11084865350832906	30747.2035338919159	3.47537148512320283e-09	0.5	998340.01756784867	104586.045578744655	3	-1432635.24092714651	6.11190508106030883	30747.2035338919159	2.69908051259904713e-09	0.5	751422.154665140552	77925.1207130828698	4	-2158904.5295271622	6.06163963677600925	215300.06199913926	3.49921922552438701e-09	0.5	998208.794513479923	153693.171930315293	5	-3135780.00258769793	6.11928235294560885	253274.984978508524	3.4999975703426472e-09	0.5	999849.838200215017	96311.7812877308461	3	-1460544.7376382167	6.12987332266544449	30747.2035338919159	3.47640306985955004e-09	0.5	998501.759729754762	85606.8240471133031
35400	-14982792.8357630987	-36.1274114334343253	6	13.1187050279385478	0	-1089762.66418655077	5.99319664206981706	86184.0667927758332	3.16898386454563476e-09	0.5	488385.975051140937	108622.880329104315	1	-1525269.05337671773	6.12534585202241466	200704.406807080639	3.495535346067929e-09	0.5	998974.717519682832	90170.2019205109682	2	-1488022.01681536902	6.16561532022027414	18417.4874880106581	3.44952059045697287e-09	0.5	822538.24952537776	41121.3838146269482	3	-1383014.59559946461	6.12700352335420639	31342.0000803014409	3.17492892605752517e-09	0.5	554262.705305214971	49110.488795846788	3	-1308856.77886252664	6.11356179688823431	31342.0000803014409	3.40217138806703218e-09	0.5	993040.034884739202	101336.559686420063	3	-1432635.05730566964	6.11490293233563698	31342.0000803014409	2.71848004111128332e-09	0.5	745400.673304455471	75066.0715551467001	4	-2158902.11264594365	6.05897716135747011	218391.628763742512	3.49921922552438701e-09	0.5	999920.500340037746	156618.985252294602	5	-3135780.01288408972	6.11931943191136796	253003.229435516492	3.4999975703426472e-09	0.5	999849.838200215017	96274.707889816098	3	-1460550.54408676596	6.12641197550336791	31342.0000803014409	3.44715927554291719e-09	0.5	968591.35880645609	86395.0785169981536
35500	-14982775.2970986106	-36.0014756095429647	6	12.6548101604578438	0	-1089759.29801595025	6.01870165023351333	88921.0275434285868	3.25961195561039332e-09	0.5	496782.026628630294	97819.8329441497044	1	-1525267.95663161646	6.12508723635909114	197873.401173297781	3.495535346067929e-09	0.5	999753.856795306667	90499.0811784527905	2	-1488023.21830069041	6.16327639807665584	17844.4246533638106	3.42246655248366212e-09	0.5	817726.925568299252	42793.4495695615187	3	-1383014.05324450042	6.12366295763490598	31700.0179043712124	3.18755575976900758e-09	0.5	538883.725996549125	49548.0096763562979	3	-1308849.33546790481	6.11111725698295238	31700.0179043712124	3.49012933764411701e-09	0.5	981459.224219393451	102553.99123400067	3	-1432634.69913343643	6.11214784018626034	31700.0179043712124	2.69108899661558034e-09	0.5	745626.363822133513	77143.0692104681802	4	-2158901.83547498751	6.0581342772015585	213714.322238042107	3.49856387067208594e-09	0.5	999150.350306945038	157340.523545246484	5	-3135779.60074211471	6.12039280846749101	253452.814343396079	3.4999975703426472e-09	0.5	999849.838200215017	95201.4925138484687	3	-1460545.30008740909	6.13168500526128035	31700.0179043712124	3.49202066094324827e-09	0.5	996050.907602332532	83592.1714694421826
35600	-14982781.4806387257	-34.7675450967900304	6	6.76751875356971677	0	-1089761.00469618686	6.0088504199362216	81679.1013945215527	3.26707792351098682e-09	0.5	484691.028747064061	100213.834393919809	1	-1525267.88797114184	6.12565908052212116	201541.853951214871	3.49825533575716668e-09	0.5	998976.520688801305	89857.4567626905337	2	-1488022.83136836486	6.16300173962864939	18568.6470232564243	3.39830330356185001e-09	0.5	784217.400399634498	41255.2143078653462	3	-1383013.80326215504	6.11688035504733385	32422.3979332828494	3.10343638387311212e-09	0.5	515873.454534471908	50931.2801419954412	3	-1308850.43788613938	6.10995468442119893	32422.3979332828494	3.42003645154439854e-09	0.5	982351.814339135308	103789.314438604648	3	-1432635.99245347851	6.10950477803703684	32422.3979332828494	2.53885555333609415e-09	0.5	783236.847424187465	83104.4220394066215	4	-2158902.11152846226	6.05482217518152943	211249.193718058028	3.49864379762061228e-09	0.5	999972.294307965203	160781.968875112798	5	-3135779.88123729685	6.12114506606892661	257066.003294030641	3.4999975703426472e-09	0.5	999849.838200215017	94449.3478727685579	3	-1460547.53023550124	6.13202013643452482	32422.3979332828494	3.49819238702505815e-09	0.5	997674.635676209	83394.0886930900015
