generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
MutationRateScaler1	880	18938	1	0.0188679	0.00955011	
RootPopulationSizeScaler1	6969	12732	1	0.0188679	0.0701616	
LeafPopulationSizeScaler1	1969	17791	1	0.0188679	0.00438402	
MutationRateScaler2	6929	12827	1	0.0188679	0.0411213	
RootPopulationSizeScaler2	8175	11493	1	0.0188679	0.0619812	
LeafPopulationSizeScaler2	8226	11494	1	0.0188679	0.0553252	
MutationRateScaler3	7430	12302	1	0.0188679	0.0459035	
RootPopulationSizeScaler3	8259	11450	1	0.0188679	0.0683696	
LeafPopulationSizeScaler3	8375	11320	1	0.0188679	0.0630626	
MutationRateScaler4	4899	14876	1	0.0188679	0.0297907	
RootPopulationSizeScaler4	7548	12219	1	0.0188679	0.0471311	
LeafPopulationSizeScaler4	7504	12286	1	0.0188679	0.0272905	
MutationRateScaler5	6627	13066	1	0.0188679	0.0408514	
RootPopulationSizeScaler5	7390	12377	1	0.0188679	0.0585234	
LeafPopulationSizeScaler5	7923	11843	1	0.0188679	0.051373	
MutationRateScaler6	805	18970	1	0.0188679	0.0119599	
RootPopulationSizeScaler6	7332	12383	1	0.0188679	0.0421799	
LeafPopulationSizeScaler6	2270	17434	1	0.0188679	0.00472956	
MutationRateScaler7	62	19671	1	0.0188679	0.00845925	
RootPopulationSizeScaler7	7468	12211	1	0.0188679	0.0543772	
LeafPopulationSizeScaler7	154	19574	1	0.0188679	0.00289894	
MutationRateScaler8	4465	15317	1	0.0188679	0.0245734	
RootPopulationSizeScaler8	7570	12182	1	0.0188679	0.0488054	
LeafPopulationSizeScaler8	5804	13941	1	0.0188679	0.0206218	
generation 90000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	16993	0	10	0.188679	none	
ConcentrationScaler	2344	2675	3	0.0566038	2.00488	
TimeSizeRateMixer	19400	45740	6	0.113208	0.0196339	
TimeRootSizeMixer	25685	39424	6	0.113208	0.0330086	
EventTimeScaler	90246	158424	1	0.0188679	0.0582651	
MutationRateScaler0	7222	15041	1	0.0188679	0.0366857	
RootPopulationSizeScaler0	9100	13178	1	0.0188679	0.0602525	
LeafPopulationSizeScaler0	9066	13139	1	0.0188679	0.0429502	
MutationRateScaler1	1038	21273	1	0.0188679	0.00913146	
RootPopulationSizeScaler1	7967	14223	1	0.0188679	0.0697391	
LeafPopulationSizeScaler1	2331	19897	1	0.0188679	0.0042336	
MutationRateScaler2	7886	14364	1	0.0188679	0.0408902	
RootPopulationSizeScaler2	9222	12929	1	0.0188679	0.061828	
LeafPopulationSizeScaler2	9318	12896	1	0.0188679	0.0552468	
MutationRateScaler3	8408	13820	1	0.0188679	0.0456279	
RootPopulationSizeScaler3	9312	12890	1	0.0188679	0.0682578	
LeafPopulationSizeScaler3	9473	12718	1	0.0188679	0.0630843	
MutationRateScaler4	5635	16637	1	0.0188679	0.0292718	
RootPopulationSizeScaler4	8559	13717	1	0.0188679	0.0468805	
LeafPopulationSizeScaler4	8490	13819	1	0.0188679	0.0271282	
MutationRateScaler5	7601	14603	1	0.0188679	0.0405982	
RootPopulationSizeScaler5	8388	13885	1	0.0188679	0.0582426	
LeafPopulationSizeScaler5	8992	13260	1	0.0188679	0.0513185	
MutationRateScaler6	970	21331	1	0.0188679	0.0114308	
RootPopulationSizeScaler6	8339	13861	1	0.0188679	0.0419621	
LeafPopulationSizeScaler6	2706	19510	1	0.0188679	0.00457803	
MutationRateScaler7	74	22162	1	0.0188679	0.00803035	
RootPopulationSizeScaler7	8489	13690	1	0.0188679	0.0541782	
LeafPopulationSizeScaler7	187	22057	1	0.0188679	0.0027534	
MutationRateScaler8	5124	17142	1	0.0188679	0.0240704	
RootPopulationSizeScaler8	8627	13637	1	0.0188679	0.0486387	
LeafPopulationSizeScaler8	6612	15627	1	0.0188679	0.0203443	
generation 100000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18887	0	10	0.188679	none	
ConcentrationScaler	2597	2986	3	0.0566038	2.00791	
TimeSizeRateMixer	21417	50720	6	0.113208	0.0193331	
TimeRootSizeMixer	28522	43349	6	0.113208	0.032929	
EventTimeScaler	100201	174802	1	0.0188679	0.057898	
MutationRateScaler0	8088	16616	1	0.0188679	0.0363861	
RootPopulationSizeScaler0	10161	14574	1	0.0188679	0.060175	
LeafPopulationSizeScaler0	10163	14509	1	0.0188679	0.0429677	
MutationRateScaler1	1201	23547	1	0.0188679	0.00878676	
RootPopulationSizeScaler1	8901	15747	1	0.0188679	0.0693099	
LeafPopulationSizeScaler1	2671	21998	1	0.0188679	0.00410358	
MutationRateScaler2	8816	15887	1	0.0188679	0.040667	
RootPopulationSizeScaler2	10251	14340	1	0.0188679	0.0617456	
LeafPopulationSizeScaler2	10288	14368	1	0.0188679	0.0549958	
MutationRateScaler3	9361	15311	1	0.0188679	0.0453612	
RootPopulationSizeScaler3	10376	14266	1	0.0188679	0.0682189	
LeafPopulationSizeScaler3	10535	14111	1	0.0188679	0.0630766	
MutationRateScaler4	6335	18402	1	0.0188679	0.0288222	
RootPopulationSizeScaler4	9533	15176	1	0.0188679	0.0466658	
LeafPopulationSizeScaler4	9507	15250	1	0.0188679	0.0270415	
MutationRateScaler5	8542	16104	1	0.0188679	0.0403556	
RootPopulationSizeScaler5	9357	15359	1	0.0188679	0.0579448	
LeafPopulationSizeScaler5	10049	14667	1	0.0188679	0.0512822	
MutationRateScaler6	1097	23640	1	0.0188679	0.0109851	
RootPopulationSizeScaler6	9301	15343	1	0.0188679	0.0417732	
LeafPopulationSizeScaler6	3121	21535	1	0.0188679	0.00445067	
MutationRateScaler7	76	24624	1	0.0188679	0.00766881	
RootPopulationSizeScaler7	9469	15175	1	0.0188679	0.0539034	
LeafPopulationSizeScaler7	204	24486	1	0.0188679	0.0026319	
MutationRateScaler8	5861	18840	1	0.0188679	0.0237196	
RootPopulationSizeScaler8	9544	15153	1	0.0188679	0.0483661	
LeafPopulationSizeScaler8	7381	17299	1	0.0188679	0.0200922	
generation 110000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20773	0	10	0.188679	none	
ConcentrationScaler	2860	3279	3	0.0566038	2.01258	
TimeSizeRateMixer	23938	55862	6	0.113208	0.0191155	
TimeRootSizeMixer	31519	47608	6	0.113208	0.0328199	
EventTimeScaler	111044	191945	1	0.0188679	0.0576017	
MutationRateScaler0	9004	18216	1	0.0188679	0.0361482	
RootPopulationSizeScaler0	11250	16011	1	0.0188679	0.0601103	
LeafPopulationSizeScaler0	11269	15925	1	0.0188679	0.0429878	
MutationRateScaler1	1387	25869	1	0.0188679	0.00848047	
RootPopulationSizeScaler1	9864	17303	1	0.0188679	0.0688987	
LeafPopulationSizeScaler1	3034	24152	1	0.0188679	0.00398819	
MutationRateScaler2	9837	17385	1	0.0188679	0.0404801	
RootPopulationSizeScaler2	11321	15811	1	0.0188679	0.0616379	
LeafPopulationSizeScaler2	11382	15800	1	0.0188679	0.0549165	
MutationRateScaler3	10380	16798	1	0.0188679	0.0452451	
RootPopulationSizeScaler3	11484	15667	1	0.0188679	0.0681945	
LeafPopulationSizeScaler3	11615	15566	1	0.0188679	0.062988	
MutationRateScaler4	7172	20108	1	0.0188679	0.0284955	
RootPopulationSizeScaler4	10579	16658	1	0.0188679	0.0465576	
LeafPopulationSizeScaler4	10515	16774	1	0.0188679	0.0269414	
MutationRateScaler5	9470	17695	1	0.0188679	0.0400487	
RootPopulationSizeScaler5	10418	16809	1	0.0188679	0.0578316	
LeafPopulationSizeScaler5	11074	16153	1	0.0188679	0.051123	
MutationRateScaler6	1265	25995	1	0.0188679	0.0105955	
RootPopulationSizeScaler6	10316	16865	1	0.0188679	0.0415896	
LeafPopulationSizeScaler6	3560	23631	1	0.0188679	0.00433458	
MutationRateScaler7	86	27142	1	0.0188679	0.00734985	
RootPopulationSizeScaler7	10470	16712	1	0.0188679	0.0536845	
LeafPopulationSizeScaler7	232	26971	1	0.0188679	0.00252455	
MutationRateScaler8	6615	20609	1	0.0188679	0.0233895	
RootPopulationSizeScaler8	10583	16660	1	0.0188679	0.0482028	
LeafPopulationSizeScaler8	8257	18946	1	0.0188679	0.0199132	
generation 120000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	22658	0	10	0.188679	none	
ConcentrationScaler	3127	3562	3	0.0566038	2.02025	
TimeSizeRateMixer	26294	60753	6	0.113208	0.0189279	
TimeRootSizeMixer	34485	51727	6	0.113208	0.0327499	
EventTimeScaler	121935	208798	1	0.0188679	0.0573652	
MutationRateScaler0	9900	19762	1	0.0188679	0.0359144	
RootPopulationSizeScaler0	12277	17428	1	0.0188679	0.0600332	
LeafPopulationSizeScaler0	12307	17340	1	0.0188679	0.0429479	
MutationRateScaler1	1578	28123	1	0.0188679	0.00821992	
RootPopulationSizeScaler1	10858	18742	1	0.0188679	0.0686464	
LeafPopulationSizeScaler1	3428	26172	1	0.0188679	0.00389384	
MutationRateScaler2	10785	18873	1	0.0188679	0.0403119	
RootPopulationSizeScaler2	12377	17200	1	0.0188679	0.0615725	
LeafPopulationSizeScaler2	12449	17161	1	0.0188679	0.0548968	
MutationRateScaler3	11379	18248	1	0.0188679	0.0451269	
RootPopulationSizeScaler3	12522	17046	1	0.0188679	0.0681483	
LeafPopulationSizeScaler3	12726	16883	1	0.0188679	0.0630348	
MutationRateScaler4	7904	21834	1	0.0188679	0.0281522	
RootPopulationSizeScaler4	11551	18105	1	0.0188679	0.0464427	
LeafPopulationSizeScaler4	11525	18204	1	0.0188679	0.0268765	
MutationRateScaler5	10364	19248	1	0.0188679	0.0398166	
RootPopulationSizeScaler5	11424	18239	1	0.0188679	0.057652	
LeafPopulationSizeScaler5	12105	17549	1	0.0188679	0.0510738	
MutationRateScaler6	1422	28274	1	0.0188679	0.0102631	
RootPopulationSizeScaler6	11285	18327	1	0.0188679	0.0414521	
LeafPopulationSizeScaler6	3949	25668	1	0.0188679	0.00423338	
MutationRateScaler7	93	29566	1	0.0188679	0.00707991	
RootPopulationSizeScaler7	11458	18172	1	0.0188679	0.0534996	
LeafPopulationSizeScaler7	255	29389	1	0.0188679	0.00243292	
MutationRateScaler8	7311	22350	1	0.0188679	0.0230885	
RootPopulationSizeScaler8	11595	18076	1	0.0188679	0.0480812	
LeafPopulationSizeScaler8	9090	20547	1	0.0188679	0.0197471	
generation 130000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	24529	0	10	0.188679	none	
ConcentrationScaler	3417	3839	3	0.0566038	2.02931	
TimeSizeRateMixer	28359	65460	6	0.113208	0.0187307	
TimeRootSizeMixer	37151	55452	6	0.113208	0.0326935	
EventTimeScaler	131723	224777	1	0.0188679	0.0571033	
MutationRateScaler0	10761	21258	1	0.0188679	0.035715	
RootPopulationSizeScaler0	13292	18771	1	0.0188679	0.0599779	
LeafPopulationSizeScaler0	13290	18735	1	0.0188679	0.0428941	
MutationRateScaler1	1770	30284	1	0.0188679	0.00799669	
RootPopulationSizeScaler1	11769	20194	1	0.0188679	0.0683996	
LeafPopulationSizeScaler1	3784	28210	1	0.0188679	0.00380653	
MutationRateScaler2	11722	20272	1	0.0188679	0.0401852	
RootPopulationSizeScaler2	13400	18545	1	0.0188679	0.0615023	
LeafPopulationSizeScaler2	13493	18474	1	0.0188679	0.0549266	
MutationRateScaler3	12317	19678	1	0.0188679	0.0449886	
RootPopulationSizeScaler3	13544	18411	1	0.0188679	0.0680692	
LeafPopulationSizeScaler3	13756	18223	1	0.0188679	0.0629831	
MutationRateScaler4	8643	23456	1	0.0188679	0.0278856	
RootPopulationSizeScaler4	12521	19512	1	0.0188679	0.0463165	
LeafPopulationSizeScaler4	12488	19611	1	0.0188679	0.026824	
MutationRateScaler5	11287	20702	1	0.0188679	0.0396447	
